Compression,CNARW,FF-S,ES-i,RN-S,SS
0.05,0.85,0.9,0.92,0.93
0.10,0.86,0.89,0.92,0.94
0.15,0.8,0.87,0.91,0.93
0.20,0.8,0.85,0.89,0.9
0.25,0.84,0.89,0.92,0.93
