Compression,CNARW,FF-S,ES-i,RN-S,SS
0.05,0.78,0.82,0.84,0.84
0.10,0.78,0.78,0.78,0.78
0.15,0.72,0.78,0.81,0.82
0.20,0.76,0.82,0.82,0.84
0.25,0.61,0.55,0.68,0.69
